planet_name,number_stars_in_system,number_planets_in_system,discovery_method,discovery_year,planet_orbital_period_(days),planet_mass_(earths),star_temp_(K),star_mass_(suns),star_luminosity_(abs),system_distance_from_earth_(pc)
Kepler-1518 b,1,1,Transit,2016,5.11177904,9.53,6846,1.54,0.691,903.51
Kepler-1519 b,1,1,Transit,2016,240.7989397,39.6,5644,0.94,0.326,1441.63
Kepler-152 b,1,2,Transit,2014,18.207973,8.2,5088,0.83,-0.465,441.09
Kepler-152 c,1,2,Transit,2014,88.255055,6.3,5088,0.83,-0.465,441.09
Kepler-1520 b,1,1,Transit,2016,0.65355357,28.1,4677,0.76,-0.673,607.917
Kepler-1521 b,1,1,Transit,2016,47.14840805,6.8,5042,0.81,-0.569,206.983
Kepler-1522 b,1,1,Transit,2016,1.84788917,3.64,5706,0.96,0.092,814.125
Kepler-1523 b,1,1,Transit,2016,0.93875077,3.12,5708,0.97,-0.099,865.596
Kepler-1524 b,1,1,Transit,2016,70.9674603,12.3,6179,1.17,-0.006,381.773
Kepler-1525 b,1,1,Transit,2016,2.41660118,0.693,5748,1.07,-0.011,382.989
Kepler-1526 b,1,1,Transit,2016,3.908632,6.48,4601,0.73,-0.707,555.574
Kepler-1527 b,1,1,Transit,2016,160.129918,20.4,6224,1.21,0.482,1842.13
Kepler-1528 b,1,1,Transit,2016,1.79111021,2.73,5857,1.03,-0.064,817.534
Kepler-1529 b,1,1,Transit,2016,5.33905686,5.06,5048,0.81,-0.52,661.014
Kepler-153 b,1,2,Transit,2014,18.870227,8.85,5404,0.83,-0.446,459.368
Kepler-153 c,1,2,Transit,2014,46.90232,6.94,5404,0.83,-0.446,459.368
Kepler-1530 b,1,2,Transit,2016,2.5904434,3.33,5477,0.92,-0.311,489.876
Kepler-1530 c,1,2,Transit,2016,5.3227406,3.36,5477,0.92,-0.311,489.876
Kepler-1531 b,1,1,Transit,2016,1.13854338,1.41,6260,1.16,0.304,666.334
Kepler-1532 b,1,1,Transit,2016,1.09366356,2.39,5559,0.91,-0.141,798.246
Kepler-1533 b,1,1,Transit,2016,308.5471,11.8,6431,1.31,0.662,966.801
Kepler-1534 b,1,1,Transit,2016,5.71668872,4.23,5442,0.9,-0.233,1107
Kepler-1535 b,1,1,Transit,2016,138.9442,7.04,6021,1.08,0.165,897.733
Kepler-1536 b,1,1,Transit,2016,364.758031,10,4434,0.71,-0.822,387.248
Kepler-1537 b,1,1,Transit,2016,1.4444538,1.76,5079,0.81,-0.423,517.292
Kepler-1538 b,1,1,Transit,2016,175.138819,8.35,5837,1.03,-0.085,1125.3
Kepler-1539 b,1,1,Transit,2016,133.3036741,7.75,5176,0.84,-0.426,748.326
Kepler-154 b,1,5,Transit,2014,33.040532,5.73,5690,0.98,0.033,915.212
Kepler-154 c,1,5,Transit,2014,62.303276,9.01,5690,0.98,0.033,915.212
Kepler-154 d,1,5,Transit,2016,20.54981883,14.1,5769,0.98,0.033,915.212
Kepler-154 e,1,5,Transit,2016,3.93276465,2.86,5769,0.98,0.033,915.212
Kepler-154 f,1,5,Transit,2016,9.91935684,2.86,5769,0.98,0.033,915.212
Kepler-1540 b,2,1,Transit,2016,125.4131177,6.76,4540,0.74,-0.818,244.96
Kepler-1541 b,1,1,Transit,2016,8.40691199,1.65,5282,0.86,-0.336,416.692
Kepler-1542 b,1,4,Transit,2016,3.95116882,0.363,5564,0.94,0.07,399.114
Kepler-1542 c,1,4,Transit,2016,2.89223021,0.208,5564,0.94,0.07,399.114
Kepler-1542 d,1,4,Transit,2016,5.99273738,0.59,5564,0.94,0.07,399.114
Kepler-1542 e,1,4,Transit,2016,5.10115756,0.363,5564,0.94,0.07,399.114
Kepler-1543 b,1,1,Transit,2016,6.96710269,7.8,6561,1.39,0.487,921.784
Kepler-1544 b,1,1,Transit,2016,168.811174,3.82,4886,0.81,-0.606,335.09
Kepler-1545 b,1,1,Transit,2016,163.692349,7.75,5201,0.84,-0.277,729.964
Kepler-1546 b,1,1,Transit,2016,19.5974971,9.96,5623,0.95,-0.13,931.956
Kepler-1547 b,1,1,Transit,2016,0.69297968,0.666,6078,1.12,0.222,674.695
Kepler-1548 b,1,1,Transit,2016,124.828679,7.46,5706,0.99,-0.307,872.279
Kepler-1549 b,1,1,Transit,2016,214.886545,7.13,5324,0.88,-0.273,803.052
Kepler-155 b,1,2,Transit,2014,5.931194,5.02,4508,0.64,-1.21,293.499
Kepler-155 c,1,2,Transit,2014,52.661793,5.65,4508,0.64,-1.21,293.499
Kepler-1550 b,1,1,Transit,2016,225.582809,9.38,5991,1.07,0.119,1179.01
Kepler-1551 b,1,1,Transit,2016,24.4973698,7.56,6136,1.14,0.244,1463.72
Kepler-1552 b,1,1,Transit,2016,184.771853,6.66,5202,0.85,-0.201,769.096
Kepler-1553 b,1,1,Transit,2016,4.24261881,1.6,5288,0.85,-0.338,692.594
Kepler-1554 b,1,1,Transit,2016,198.088774,8.75,5297,0.84,-0.393,946.847
Kepler-1555 b,1,1,Transit,2016,8.10501635,3.22,5866,1.04,0.389,2013.27
Kepler-1556 b,1,1,Transit,2016,8.82713457,4.5,5608,0.97,-0.231,944.54
Kepler-1557 b,1,1,Transit,2016,3.74032496,2.96,6099,1.11,0.119,1380.16
Kepler-1558 b,1,1,Transit,2016,3.50470358,0.244,5101,0.83,-0.48,325.737
Kepler-1559 b,1,1,Transit,2016,0.97191543,0.299,5316,0.86,-0.276,614.827
Kepler-156 b,1,2,Transit,2014,4.973456,5.9,5094,0.84,-0.44,443.483
Kepler-156 c,1,2,Transit,2014,15.906801,7.04,5094,0.84,-0.44,443.483
Kepler-1560 b,1,1,Transit,2016,3.03195744,0.64,5815,1.02,-0.034,502.497
Kepler-1561 b,1,1,Transit,2016,1.00520701,1.32,5957,1.07,-0.02,839.076
Kepler-1562 b,1,1,Transit,2016,64.2737752,12.3,5760,1.02,0.491,2060.72
Kepler-1563 b,1,1,Transit,2016,3.43276598,0.347,5765,1,-0.01,616.697
Kepler-1564 b,1,1,Transit,2016,18.0540381,2.76,5528,0.93,-0.135,908.805
Kepler-1565 b,1,1,Transit,2016,1.53818844,1.81,4940,0.76,-0.564,629.93
Kepler-1566 b,1,1,Transit,2016,0.53991524,0.418,5254,0.84,-0.437,466.586
Kepler-1567 b,1,1,Transit,2016,153.979578,7.9,5655,0.95,-0.122,1206.11
Kepler-1568 b,1,1,Transit,2016,20.925392,2.24,5956,1.09,0.258,916.313
Kepler-1569 b,1,1,Transit,2016,5.79180156,3.46,6319,1.25,0.335,945.454
Kepler-157 b,1,3,Transit,2014,1.732342,2.3,5774,1.02,0.091,773.713
Kepler-157 c,1,3,Transit,2014,13.5405,5.65,5774,1.02,0.091,773.713
Kepler-157 d,1,3,Transit,2016,7.02573474,2.73,5866,1.02,0.091,773.713
Kepler-1570 b,1,1,Transit,2016,26.548955,1.24,5550,0.92,0.414,918.995
Kepler-1571 b,1,1,Transit,2016,3.38555488,2.92,6297,1.23,0.194,675.303
Kepler-1572 b,1,1,Transit,2016,5.49548621,0.779,5618,0.97,0.373,946.602
Kepler-1573 b,1,1,Transit,2016,2.6157554,1.87,5808,1.01,0.169,1455.36
Kepler-1574 b,1,1,Transit,2016,6.9424334,2.21,5892,1.06,0.156,1384.16
Kepler-1575 b,1,1,Transit,2016,2.55314213,2.27,5667,0.95,-0.037,1246.92
Kepler-1576 b,1,1,Transit,2016,6.98471973,1.12,5876,1.05,-0.063,460.91
Kepler-1577 b,1,1,Transit,2016,6.30560247,1.51,4862,0.78,-0.607,510.029
Kepler-1578 b,1,1,Transit,2016,1.45088691,1.12,5545,0.9,-0.165,1064.05
Kepler-1579 b,1,1,Transit,2016,0.84990789,0.52,4584,0.75,-0.94,466
Kepler-158 b,1,2,Transit,2014,16.709184,5.14,4623,0.66,-0.757,315.177
Kepler-158 c,1,2,Transit,2014,28.551383,4.27,4623,0.66,-0.757,315.177
Kepler-1580 b,1,1,Transit,2016,56.6449279,5.1,6228,1.47,0.926,1002.02
Kepler-1581 b,1,1,Transit,2016,6.28385491,0.437,6022,1.12,0.391,493.175
Kepler-1582 b,1,1,Transit,2016,4.83817712,2.83,3208,0.28,-2.389,78.8906
Kepler-1583 b,1,1,Transit,2016,9.32807355,0.156,5645,0.94,-0.018,403.933
Kepler-1584 b,1,1,Transit,2016,13.3997099,3.22,6069,1.1,0.252,1416.31
Kepler-1585 b,1,1,Transit,2016,3.5827463,3.86,5538,0.94,-0.434,944.465
Kepler-1586 b,1,1,Transit,2016,15.6049212,2.92,6681,1.45,0.183,552.55
Kepler-1587 b,1,1,Transit,2016,9.4060467,2.33,5933,1.08,0.326,1026.48
Kepler-1588 b,1,1,Transit,2016,7.84931739,0.363,5817,0.96,0.32,924.141
Kepler-1589 b,1,1,Transit,2016,0.99166527,1.32,6166,1.18,0.329,1513.14
Kepler-159 b,1,2,Transit,2014,10.139623,6.26,4625,0.63,-0.754,373.744
Kepler-159 c,1,2,Transit,2014,43.595792,11.5,4625,0.63,-0.754,373.744
Kepler-1590 b,1,1,Transit,2016,7.61760804,1.55,6053,1.11,0.063,771.152
Kepler-1591 b,1,1,Transit,2016,8.18504949,2.15,6082,1.1,0.434,1419.58
Kepler-1592 b,1,1,Transit,2016,3.05710069,2.99,6213,1.18,0.507,1639.47
Kepler-1593 b,1,1,Transit,2016,174.509835,10.2,4995,0.81,-0.652,638.249
Kepler-1594 b,1,1,Transit,2016,2.71603809,1.2,5946,1.06,0,976.868
Kepler-1595 b,1,1,Transit,2016,4.56380468,2.04,5203,0.84,-0.363,845.022
Kepler-1596 b,1,1,Transit,2016,66.373379,4.27,5706,0.95,0.431,2146.23
Kepler-1597 b,1,1,Transit,2016,2.94654179,1.2,6377,1.25,0.434,1221.05
Kepler-1598 b,1,1,Transit,2016,4.34195123,0.809,5940,1.07,-0.039,619.862
Kepler-1599 b,1,1,Transit,2016,122.363553,3.26,5767,0.99,0.241,1328.2
Kepler-16 b,2,1,Transit,2011,228.776,105.833,4450,0.69,-0.903,75.0852
Kepler-160 b,1,3,Transit,2014,4.309397,3.59,5471,0.97,0.004,937.013
Kepler-160 c,1,3,Transit,2014,13.699429,13.6,5471,0.97,0.004,937.013
Kepler-160 d,1,3,Transit Timing Variations,2020,30,100,5471,0.97,0.004,937.013
Kepler-1600 b,1,1,Transit,2016,386.370548,9.96,5214,0.86,-0.339,1030.81
Kepler-1601 b,1,1,Transit,2016,2.20921951,0.477,5869,1.04,0.085,644.456
Kepler-1602 b,1,1,Transit,2016,11.17931605,2.36,6296,1.22,0.201,629.804
Kepler-1603 b,1,1,Transit,2016,2.27163926,2.21,6241,1.21,0.706,2712.58
Kepler-1604 b,1,1,Transit,2016,0.68368426,2.57,4976,0.81,-0.527,541.189
Kepler-1605 b,1,1,Transit,2016,85.7565495,1.28,5280,0.86,0.429,546.23
Kepler-1606 b,1,1,Transit,2016,196.435224,4.94,5422,0.9,-0.171,831.287
Kepler-1607 b,1,1,Transit,2016,13.6473676,0.721,6116,1.14,0.709,1286.1
Kepler-1608 b,1,1,Transit,2016,16.4735686,3.64,4992,0.75,-0.537,832
Kepler-1609 b,1,1,Transit,2016,114.34219,5.56,6132,1.18,0.484,1826.04
Kepler-161 b,1,2,Transit,2014,4.921355,12.1,5078,0.86,-0.447,434.632
Kepler-161 c,1,2,Transit,2014,7.06424,11.8,5078,0.86,-0.447,434.632
Kepler-1610 b,1,1,Transit,2016,8.70181574,3.22,5383,0.91,-0.483,864.331
Kepler-1611 b,1,1,Transit,2016,5.1762429,0.457,5605,0.94,-0.113,908.444
Kepler-1612 b,1,1,Transit,2016,3.91795101,1.08,5643,0.96,-0.188,764.726
Kepler-1613 b,1,1,Transit,2016,1.5184299,4.98,6005,1.08,0.638,1508.33
Kepler-1614 b,1,1,Transit,2016,3.9466141,2.83,5121,0.79,-0.271,1191.19
Kepler-1615 b,1,1,Transit,2016,47.3126192,4.9,5865,1.04,0.389,1393.83
Kepler-1616 b,1,1,Transit,2016,6.76284377,1.04,6266,1.21,0.638,1137.81
Kepler-1617 b,1,1,Transit,2016,27.4785572,1.87,6167,1.15,0.341,898.31
Kepler-1618 b,1,1,Transit,2016,6.10826019,2.13,6620,1.41,0.69,1229.25
Kepler-1619 b,1,1,Transit,2016,23.6225913,0.363,5852,1,0.326,734.85
Kepler-162 b,1,2,Transit,2014,6.919798,2.13,5816,0.95,0.155,855.641
Kepler-162 c,1,2,Transit,2014,19.446355,9.43,5816,0.95,0.155,855.641
Kepler-1620 b,1,1,Transit,2016,101.951829,3.22,6157,1.15,0.293,895.069
Kepler-1621 b,1,1,Transit,2016,92.263714,5.31,6158,1.15,0.478,1631.66
Kepler-1622 b,1,1,Transit,2016,10.8118737,2.76,6436,1.31,0.373,796.477
Kepler-1623 b,1,1,Transit,2016,4.36128348,2.27,5772,1,-0.172,837.481
Kepler-1624 b,1,1,Transit,2016,3.29030452,27.6,3636,0.5,-1.323,258.979
Kepler-1625 b,1,1,Transit,2016,287.378949,30.6,5677,0.96,0.437,2310.11
Kepler-1626 b,1,1,Transit,2016,4.13962966,4.74,6826,1.51,0.611,1368.83
Kepler-1627 b,1,1,Transit,2016,7.20283653,13.2,5445,0.87,-0.303,317.437
Kepler-1628 b,1,1,Transit,2016,76.378033,33.8,3724,0.55,-1.33,352
Kepler-1629 b,1,1,Transit,2016,3.87595807,0.381,5776,1.01,-0.134,336.09
Kepler-163 b,1,2,Transit,2014,7.810937,1.16,5776,0.88,-0.138,689.814
Kepler-163 c,1,2,Transit,2014,21.347262,5.73,5776,0.88,-0.138,689.814
Kepler-1630 b,1,1,Transit,2016,509.997402,5.43,4736,0.66,-0.646,331.213
Kepler-1631 b,1,1,Transit,2016,4.09513932,2.39,5679,0.97,0.007,1305.99
Kepler-1632 b,1,1,Transit,2016,448.303558,6.66,6137,1.12,0.406,716.76
Kepler-1633 b,1,1,Transit,2016,186.404271,3.12,6256,1.2,0.646,1114.91
Kepler-1634 b,1,1,Transit,2016,374.876239,10.3,5474,0.92,-0.265,617.339
Kepler-1635 b,1,1,Transit,2016,469.63111,12.9,5347,0.89,-0.28,1069.45
Kepler-1636 b,1,1,Transit,2016,425.47785,10.5,5797,1.01,0.237,1947.54
Kepler-1637 b,1,1,Transit,2016,6.10960324,0.64,5789,1.02,0.023,567.187
Kepler-1638 b,1,1,Transit,2016,259.33683,4.16,5710,0.97,-0.114,1525.52
Kepler-1639 b,1,1,Transit,2016,9.878482,7.18,6150,1.12,0.145,1031.31
Kepler-164 b,1,3,Transit,2014,5.03503,2.57,5888,1.09,0.113,890.758
Kepler-164 c,1,3,Transit,2014,10.945723,7.9,5888,1.09,0.113,890.758
Kepler-164 d,1,3,Transit,2014,28.986769,6.57,5888,1.09,0.113,890.758
Kepler-1640 b,1,1,Transit,2016,7.5844126,20.7,6324,1.27,0.47,1859.78
Kepler-1641 b,1,2,Transit,2016,19.672266,9.85,6152,1.12,0.131,860.37
Kepler-1641 c,1,2,Transit,2016,32.657212,9.01,6152,1.12,0.131,860.37
Kepler-1642 b,1,2,Transit,2016,12.2057513,10.3,5355,0.88,-0.405,413.873
Kepler-1642 c,1,2,Transit,2016,6.6513802,7.56,5355,0.88,-0.405,413.873
Kepler-1643 b,1,1,Transit,2016,5.34264507,5.9,5508,0.92,-0.472,341.774
Kepler-1644 b,1,1,Transit,2016,21.0907758,4.19,5499,0.89,-0.215,629.27
Kepler-1645 b,1,1,Transit,2016,16.1779561,3.82,5812,1.02,0.336,1202.47
Kepler-1646 b,1,1,Transit,2016,4.48558383,2.04,3299,0.24,-1.78,127.591
Kepler-1647 b,2,1,Transit,2016,1107.5923,483,6210,1.22,0.644,1212.45
Kepler-1649 b,1,2,Transit,2017,8.689099,1.03,3240,0.2,-2.287,92.1913
Kepler-1649 c,1,2,Transit,2020,19.53527,1.2,3240,0.2,-2.287,92.1913
Kepler-165 b,1,2,Transit,2014,8.180848,5.99,5211,0.79,-0.472,560.885
Kepler-165 c,1,2,Transit,2014,15.31299,5.6,5211,0.79,-0.472,560.885
Kepler-1650 b,1,1,Transit,2017,1.53818001,0.84,3410,0.33,-1.871,134.397
Kepler-1651 b,2,1,Transit,2017,9.87863917,4.04,3713,0.52,-1.368,66.4074
Kepler-1652 b,1,1,Transit,2017,38.09722,3.19,3638,0.4,-1.638,252
Kepler-1653 b,1,1,Transit,2017,140.2524,5.35,4807,0.72,-0.636,755
Kepler-1654 b,1,1,Transit,2018,1047.8356,158.915,5597,1.01,0.09,568.117
Kepler-1655 b,1,1,Transit,2018,11.8728787,5,6148,1.03,0.143,213.26
Kepler-1656 b,1,1,Transit,2018,31.578659,48.6,5731,1.03,0.021,185.875
Kepler-1658 b,1,1,Transit,2019,3.84937278,1868.8404,6216,1.45,1.206,788.238
Kepler-166 b,1,3,Transit,2014,7.650254,5.77,5413,0.88,-0.385,603.53
Kepler-166 c,1,3,Transit,2014,34.260281,6.26,5413,0.88,-0.385,603.53
Kepler-166 d,1,3,Transit,2016,1.55400393,3.64,5350,0.88,-0.385,603.53
Kepler-1661 b,2,1,Transit,2020,175.06,17,5100,0.84,-0.513,410.607
Kepler-1663 b,1,1,Transit,2020,17.6046,10.9,3844,0.61,-1.109,337.926
Kepler-1664 b,1,1,Transit,2020,14.3868,9.45,5735.81,0.94,0.05,626.691
Kepler-1665 b,1,1,Transit,2020,11.9548,8.44,5049.84,0.84,-0.45,335.515
Kepler-1666 b,1,2,Transit,2020,25.8476,8.66,6293,1.23,0.268,1379.37
Kepler-1666 c,1,2,Transit,2020,40.7157,10.5,6293,1.23,0.268,1379.37
Kepler-1667 b,1,1,Transit,2020,83.5781,9.19,5941.54,1.09,0.123,626.819
Kepler-1668 b,1,1,Transit,2020,15.434,17.4,5542,0.98,-0.056,1335.64
Kepler-1669 b,1,1,Transit,2020,9.51216,8.15,4303,0.67,-0.803,543.444
Kepler-167 b,2,4,Transit,2014,4.3931632,3.24,4890,0.77,-0.57,341.908
Kepler-167 c,2,4,Transit,2014,7.406114,3.01,4890,0.77,-0.57,341.908
Kepler-167 d,2,4,Transit,2016,21.803855,1.83,4890,0.77,-0.57,341.908
Kepler-167 e,2,4,Transit,2016,1071.23228,73.4,4890,0.77,-0.57,341.908
Kepler-1670 b,1,1,Transit,2020,20.4998,11.2,5838,1.05,0.383,2065.98
Kepler-1671 b,1,1,Transit,2020,4.16787,2.32,5135.55,0.87,-0.266,357.059
Kepler-1672 b,1,1,Transit,2020,150.878,9.11,6131.95,1.16,0.179,391.181
Kepler-1673 b,1,1,Transit,2020,33.7888,8.93,6014.95,1.11,0.179,727.187
Kepler-1674 b,1,1,Transit,2020,62.5611,10.4,5473.91,0.96,-0.206,1012.48
Kepler-1675 b,1,1,Transit,2020,63.0382,9.93,5853.19,1.06,0.129,651.117
Kepler-1676 b,1,1,Transit,2020,29.9221,11.3,5878.3,1.07,0.084,
Kepler-1677 b,1,1,Transit,2020,22.064,7.76,6013.72,1.11,0.265,735.369
Kepler-1678 b,1,1,Transit,2020,147.974,10.9,5754,1.03,-0.162,847.339
Kepler-1679 b,1,1,Transit,2020,9.75376,4.93,5501,0.96,-0.201,909.28
Kepler-168 b,1,2,Transit,2014,4.425391,2.73,6282,1.11,0.361,1343.6
Kepler-168 c,1,2,Transit,2014,13.193242,7.7,6282,1.11,0.361,1343.6
Kepler-1680 b,1,1,Transit,2020,8.77424,2.42,5021,0.83,-0.524,310.315
Kepler-1681 b,1,1,Transit,2020,69.8956,7.05,5756.4,0.89,-0.293,758.3
Kepler-1682 b,1,1,Transit,2020,14.8334,8.7,5619.12,0.99,-0.196,1159.85
Kepler-1683 b,1,1,Transit,2020,15.0337,4.17,5429,0.95,-0.198,733.143
Kepler-1684 b,1,1,Transit,2020,47.7055,8.6,4706.54,0.75,-0.707,621.996
Kepler-1685 b,1,1,Transit,2020,20.4905,7.16,5484,0.96,-0.245,1141.89
Kepler-1686 b,1,1,Transit,2020,9.30987,2.62,5714.96,1.02,0.141,729.823
Kepler-1687 b,1,1,Transit,2020,5.77954,3.38,4132,0.65,-0.859,417.014
Kepler-1688 b,1,1,Transit,2020,5.62012,2.13,4632.11,0.81,-0.636,567.4468709
Kepler-1689 b,1,1,Transit,2020,8.483,0.799,5731.43,1.02,-0.016,294.122
Kepler-169 b,1,5,Transit,2014,3.250619,1.51,4997,0.84,-0.496,406.529
Kepler-169 c,1,5,Transit,2014,6.195469,1.92,4997,0.84,-0.496,406.529
Kepler-169 d,1,5,Transit,2014,8.348125,2.1,4997,0.84,-0.496,406.529
Kepler-169 e,1,5,Transit,2014,13.767102,5.48,4997,0.84,-0.496,406.529
Kepler-169 f,1,5,Transit,2014,87.090195,7.18,4997,0.84,-0.496,406.529
Kepler-1690 b,1,1,Transit,2020,234.636,8.3,5404,0.94,-0.243,703.789
Kepler-1691 b,1,1,Transit,2020,3.8482,4.02,6000,1.11,0.175,1267.67
Kepler-1692 b,1,1,Transit,2020,5.95966,1.42,5146,0.87,-0.324,591.019
Kepler-1693 b,1,1,Transit,2020,12.0999,2.21,5432.34,0.95,-0.218,760.065
Kepler-1694 b,1,1,Transit,2020,3.89526,1.76,4954,0.82,-0.508,513.329
Kepler-1695 b,1,1,Transit,2020,4.7329,1.46,5473.19,0.96,-0.104,791.175
Kepler-1696 b,1,1,Transit,2020,65.9409,8.29,5712,1.02,0.139,1506.36
Kepler-1697 b,1,1,Transit,2020,33.4969,2.12,4681.53,0.75,-0.588,247.771
Kepler-1698 b,1,1,Transit,2020,1.2107,1.25,4975.03,0.82,-0.518,222.345
Kepler-1699 b,1,1,Transit,2020,3.49082,3.08,5575.53,0.81,-0.339,818.759
Kepler-17 b,1,1,Transit,2011,1.4857108,778.65,5781,1.04,0.012,720.753
Kepler-170 b,1,2,Transit,2014,7.930592,82.6,5679,1.09,-0.055,738.657
Kepler-170 c,1,2,Transit,2014,16.665863,8.55,5679,1.09,-0.055,738.657
Kepler-1700 b,1,1,Transit,2020,234.239,8.76,6031,1.12,0.154,717.597
Kepler-1701 b,1,1,Transit,2020,169.134,5.57,5146,0.87,-0.351,584.142
Kepler-1702 b,1,1,Transit,2020,18.5012,3.2,5093,0.85,-0.496,857.14
Kepler-1704 b,1,1,Transit,2013,988.88113,1318.98789,5745,1.13,0.452,835.455
Kepler-171 b,1,3,Transit,2014,4.166972,6.08,5642,0.91,-0.079,863.855
Kepler-171 c,1,3,Transit,2014,11.463462,7.08,5642,0.91,-0.079,863.855
Kepler-171 d,1,3,Transit,2014,39.595519,4.23,5642,0.91,-0.079,863.855
Kepler-172 b,1,4,Transit,2014,2.940309,6.12,5526,1,-0.032,828.592
Kepler-172 c,1,4,Transit,2014,6.388996,8.55,5526,1,-0.032,828.592
Kepler-172 d,1,4,Transit,2014,14.627119,5.69,5526,1,-0.032,828.592
Kepler-172 e,1,4,Transit,2014,35.118736,8.05,5526,1,-0.032,828.592
Kepler-173 b,1,2,Transit,2014,4.263742,2.21,6031,0.79,0.074,833.165
Kepler-173 c,1,2,Transit,2014,8.005777,6.48,6031,0.79,0.074,833.165
Kepler-174 b,1,3,Transit,2014,13.98179,4.5,4880,0.6,-0.57,384.757
Kepler-174 c,1,3,Transit,2014,44.000529,2.83,4880,0.6,-0.57,384.757
Kepler-174 d,1,3,Transit,2014,247.35373,5.43,4880,0.6,-0.57,384.757
Kepler-175 b,1,2,Transit,2014,11.903515,7.08,6064,1.12,0.194,1312.34
Kepler-175 c,1,2,Transit,2014,34.035257,9.8,6064,1.12,0.194,1312.34
Kepler-176 b,1,4,Transit,2014,5.433074,2.63,5232,0.79,-0.404,527.321
Kepler-176 c,1,4,Transit,2014,12.759712,23,5232,0.79,-0.404,527.321
Kepler-176 d,1,4,Transit,2014,25.751974,15.2,5232,0.79,-0.404,527.321
Kepler-176 e,1,4,Transit,2016,51.16579,2.7,5295,0.87,-0.404,527.321
Kepler-177 b,1,2,Transit,2013,36.8601,5.84,5732,0.92,0.24,1435.44
Kepler-177 c,1,2,Transit,2013,49.40926,14.7,5732,0.92,0.24,1435.44
Kepler-178 b,1,3,Transit,2014,9.576694,8.75,5676,0.94,-0.208,716.025
Kepler-178 c,1,3,Transit,2014,20.552802,8.65,5676,0.94,-0.208,716.025
Kepler-178 d,1,3,Transit,2014,96.678988,14.8,5676,0.94,-0.208,716.025
Kepler-179 b,1,2,Transit,2014,2.735926,3.33,5302,0.84,-0.278,605.68
Kepler-179 c,1,2,Transit,2014,6.40013,4.66,5302,0.84,-0.278,605.68
Kepler-18 b,1,3,Transit,2011,3.504725,6.9,5345,0.97,-0.031,433.047
Kepler-18 c,1,3,Transit,2011,7.64159,17.3,5345,0.97,-0.031,433.047
Kepler-18 d,1,3,Transit,2011,14.85888,16.4,5345,0.97,-0.031,433.047
Kepler-180 b,1,2,Transit,2014,13.817124,2.86,5731,0.95,-0.132,695.65
Kepler-180 c,1,2,Transit,2014,41.885775,9.32,5731,0.95,-0.132,695.65
Kepler-181 b,1,2,Transit,2014,3.137873,2.15,5333,0.85,-0.379,609.283
Kepler-181 c,1,2,Transit,2014,4.302149,4.62,5333,0.85,-0.379,609.283
Kepler-182 b,1,2,Transit,2014,9.825792,7.18,6250,1.16,0.344,1549.09
Kepler-182 c,1,2,Transit,2014,20.684342,11.6,6250,1.16,0.344,1549.09
Kepler-183 b,1,2,Transit,2014,5.687945,4.9,5888,0.94,0.026,1050.64
Kepler-183 c,1,2,Transit,2014,11.637071,35.7,5888,0.94,0.026,1050.64
Kepler-184 b,1,3,Transit,2014,10.687576,6.17,5788,0.97,-0.225,610.326
Kepler-184 c,1,3,Transit,2014,20.303005,8.8,5788,0.97,-0.225,610.326
Kepler-184 d,1,3,Transit,2014,29.022358,6.76,5788,0.97,-0.225,610.326
Kepler-185 b,1,2,Transit,2014,1.6329,1.71,5208,0.81,-0.504,466.735
Kepler-185 c,1,2,Transit,2014,20.729042,4.74,5208,0.81,-0.504,466.735
Kepler-186 b,1,5,Transit,2014,3.8867907,1.24,3788,0.48,-1.385,177.594
Kepler-186 c,1,5,Transit,2014,7.267302,2.1,3788,0.48,-1.385,177.594
Kepler-186 d,1,5,Transit,2014,13.342996,2.54,3788,0.48,-1.385,177.594
Kepler-186 e,1,5,Transit,2014,22.407704,2.15,3788,0.48,-1.385,177.594
Kepler-186 f,1,5,Transit,2014,129.9441,1.71,3755,0.54,-1.26,177.594
Kepler-187 b,1,2,Transit,2014,4.938864,2.57,6105,1.11,0.493,1143
Kepler-187 c,1,2,Transit,2014,10.640263,7.61,6105,1.11,0.493,1143
Kepler-188 b,1,2,Transit,2014,2.061897,3.46,6021,0.98,0.034,968.544
Kepler-188 c,1,2,Transit,2014,5.996553,10.3,6021,0.98,0.034,968.544
Kepler-189 b,1,2,Transit,2014,10.399931,1.92,5235,0.79,-0.448,591.534
Kepler-189 c,1,2,Transit,2014,20.134866,22.7,5235,0.79,-0.448,591.534
Kepler-19 b,1,3,Transit,2011,9.28716,8.4,5544,0.94,-0.161,218.562
Kepler-19 c,1,3,Transit Timing Variations,2011,28.731,13.1,5544,0.94,-0.183,218.562
Kepler-19 d,1,3,Radial Velocity,2017,62.95,22.5,5544,0.94,-0.183,218.562
Kepler-190 b,1,2,Transit,2014,2.019999,3.05,5106,0.86,-0.441,433.387
Kepler-190 c,1,2,Transit,2014,3.763024,2.73,5106,0.86,-0.441,433.387
Kepler-191 b,1,3,Transit,2014,9.939632,2.36,5282,0.81,-0.414,594.464
Kepler-191 c,1,3,Transit,2014,17.738506,4.12,5282,0.81,-0.414,594.464
Kepler-191 d,1,3,Transit,2016,5.94504102,5.82,5215,0.84,-0.414,594.464
Kepler-192 b,1,3,Transit,2014,9.926746,7.95,5479,0.94,-0.094,651.674
Kepler-192 c,1,3,Transit,2014,21.2234,8.2,5479,0.94,-0.094,651.674
